detection_id,score,frame_id,est_fontsize,bbox_xmin,bbox_xmax,bbox_ymin,bbox_ymax,bbox_w,bbox_h,kisolation_w,kisolation_h
0,0.9849618,503,17,1083,1091,115,155,8,40,14.328173374613016,40
0,0.98410475,504,17,1083,1091,115,155,8,40,14.336419753086375,40
0,0.98292613,505,15,1096,1104,116,152,8,36,14.338461538461615,36
0,0.98260367,506,16,1096,1104,116,153,8,37,14.343558282208505,37
0,0.9839039,507,16,1096,1104,116,153,8,37,14.348623853210938,37
0,0.98186857,508,16,1096,1104,116,153,8,37,14.353658536585272,37
0,0.9822186,509,16,1096,1104,116,153,8,37,14.358662613981778,37
0,0.9823438,510,16,1096,1104,116,153,8,37,14.36363636363626,37
0,0.9822551,511,16,1096,1104,116,153,8,37,14.368580060423028,37
0,0.9377553,512,17,1111,1119,112,152,8,40,14.376506024096443,40
0,0.9848531,513,17,1125,1132,114,154,7,40,14.384384384384475,40
0,0.98534787,514,17,1125,1132,114,154,7,40,14.392215568862184,40
0,0.9843723,515,17,1125,1132,114,154,7,40,14.400000000000091,40
0,0.98437047,516,17,1125,1132,114,154,7,40,14.407738095238074,40
0,0.49164122,517,13,1135,1142,120,150,7,30,14.403560830860442,30
0,0.49786234,518,13,1135,1142,120,150,7,30,14.399408284023593,30
0,0.49226722,519,13,1135,1142,120,150,7,30,14.395280235988139,30
0,0.9895266,520,17,1150,1158,114,155,8,41,14.402941176470677,41
0,0.9895721,521,17,1150,1158,114,155,8,41,14.410557184750814,41
0,0.98971575,522,17,1150,1158,114,155,8,41,14.418128654970815,41
0,0.96371126,523,16,1164,1172,115,153,8,38,14.422740524781375,38
0,0.96123904,524,16,1164,1172,115,153,8,38,14.42732558139528,38
0,0.96210223,525,16,1164,1172,115,153,8,38,14.431884057971047,38
0,0.96140337,526,16,1164,1172,115,153,8,38,14.436416184970994,38
0,0.9614819,527,16,1164,1172,115,153,8,38,14.440922190201718,38
0,0.35236567,528,16,1180,1188,114,152,8,38,14.445402298850468,38
0,0.34029675,529,16,1180,1188,114,152,8,38,14.449856733524257,38
0,0.3474788,530,16,1180,1188,114,152,8,38,14.454285714285788,38
0,0.20198758,531,16,1195,1202,114,152,7,38,14.458689458689378,38
0,0.98475623,535,18,1208,1215,112,155,7,43,14.46875,43
0,0.98499775,536,18,1208,1215,112,155,7,43,14.478753541076458,43
0,0.9843921,537,18,1208,1215,112,155,7,43,14.48870056497185,43
0,0.9845012,538,18,1208,1215,112,155,7,43,14.498591549295725,43
0,0.98679894,539,17,1221,1228,115,155,7,40,14.505617977528118,40
0,0.98221695,540,16,1221,1229,116,155,8,39,14.509803921568619,39
0,0.9824294,541,16,1221,1229,116,155,8,39,14.513966480446925,39
0,0.97730696,542,17,1234,1242,115,155,8,40,14.520891364902582,40
0,0.97733927,543,17,1234,1242,115,155,8,40,14.527777777777828,40
0,0.97707397,544,17,1234,1242,115,155,8,40,14.534626038781198,40
0,0.9781286,545,17,1234,1242,115,155,8,40,14.541436464088292,40
0,0.9760692,546,17,1234,1242,115,155,8,40,14.54820936639112,40
0,0.9816217,547,16,1247,1255,116,154,8,38,14.552197802197725,38
0,0.9814935,548,16,1247,1255,116,154,8,38,14.556164383561736,38
0,0.9835798,549,16,1247,1255,116,154,8,38,14.560109289617458,38
0,0.9667417,550,16,1262,1270,116,154,8,38,14.564032697547646,38
0,0.9567839,551,16,1262,1270,116,154,8,38,14.567934782608745,38
0,0.9626832,552,16,1262,1270,116,154,8,38,14.571815718157268,38
0,0.96572536,553,16,1262,1270,116,154,8,38,14.575675675675711,38
0,0.962884,554,16,1262,1270,116,154,8,38,14.579514824797798,38
0,0.9641059,555,16,1262,1270,116,154,8,38,14.583333333333258,38
0,0.96285397,556,16,1262,1270,116,154,8,38,14.587131367292159,38
0,0.96459824,557,16,1262,1270,116,154,8,38,14.590909090909008,38
0,0.8172774,558,15,1275,1284,118,154,9,36,14.592000000000098,36
0,0.8153632,559,15,1275,1284,118,154,9,36,14.593085106382887,36
0,0.7924782,560,15,1275,1284,118,154,9,36,14.59416445623333,36
0,0.8231641,561,15,1275,1284,118,154,9,36,14.595238095238074,36
0,0.8160318,562,15,1275,1284,118,154,9,36,14.596306068601507,36
0,0.8263782,563,15,1276,1284,118,154,8,36,14.597368421052579,36
0,0.83745044,564,15,1276,1284,118,154,8,36,14.598425196850485,36
0,0.96584845,565,16,1262,1270,116,154,8,38,14.602094240837687,38
0,0.9658166,566,16,1262,1270,116,154,8,38,14.605744125326282,38
0,0.96579754,567,16,1262,1270,116,154,8,38,14.609375,38
0,0.96580535,568,16,1262,1270,116,154,8,38,14.612987012987105,38
0,0.96072674,569,16,1262,1270,116,154,8,38,14.616580310880863,38
0,0.9595178,570,16,1262,1270,116,154,8,38,14.620155038759776,38
0,0.93775153,571,15,1276,1283,118,153,7,35,14.621134020618456,35
0,0.9418399,572,15,1276,1283,117,153,7,36,14.622107969151784,36
0,0.9809164,573,16,1291,1299,116,154,8,38,14.625641025641016,38
0,0.98100924,574,16,1291,1299,116,154,8,38,14.62915601023019,38
0,0.98103607,575,16,1291,1299,116,154,8,38,14.632653061224573,38
0,0.9810806,576,16,1291,1299,116,154,8,38,14.636132315521536,38
0,0.9814458,577,16,1291,1299,116,154,8,38,14.639593908629422,38
0,0.9816652,578,16,1291,1299,116,154,8,38,14.643037974683466,38
